event_id,parent_Z,parent_A,parent_isomer,particle_code,kinetic_energy_keV,time_s,dir_x,dir_y,dir_z,x_cm,y_cm,z_cm,weight,track_generation,iprod,iaztrk
63,29,64,0,3,3.45312395E+02,4.83144805E+04,-4.94567048E-01,8.17789151E-01,-2.94320133E-01,-4.94567048E-01,8.17789151E-01,-2.94320133E-01,1.00000000E+00,2,2,29064
64,29,64,0,3,8.39999984E-01,8.87884500E+02,5.78095003E-01,5.74344240E-01,-5.79598879E-01,5.78095003E-01,5.74344240E-01,-5.79598879E-01,1.00000000E+00,2,2,29064
65,29,64,0,3,8.39999984E-01,7.85213439E+04,9.48520825E-01,3.14307301E-01,-3.89764729E-02,9.48520825E-01,3.14307301E-01,-3.89764729E-02,1.00000000E+00,2,2,29064
66,29,64,0,4,2.02287095E+02,1.96076943E+04,3.76633871E-01,-1.65138402E-01,-9.11524128E-01,3.76633871E-01,-1.65138402E-01,-9.11524128E-01,1.00000000E+00,2,2,29064
66,29,64,0,7,7.47800004E+00,1.96076943E+04,5.54473183E-01,2.01423141E-01,8.07457868E-01,5.54473183E-01,2.01423141E-01,8.07457868E-01,1.00000000E+00,2,2,29064
66,29,64,0,3,8.39999984E-01,1.96076943E+04,-7.09237194E-01,-4.81180101E-01,5.15216763E-01,-7.09237194E-01,-4.81180101E-01,5.15216763E-01,1.00000000E+00,2,2,29064
67,29,64,0,3,1.78717855E+02,2.34456155E+04,9.44623454E-01,-1.45225994E-01,-2.94271881E-01,9.44623454E-01,-1.45225994E-01,-2.94271881E-01,1.00000000E+00,2,2,29064
67,29,64,0,3,6.53999996E+00,2.34456155E+04,5.57045305E-01,6.43876419E-01,-5.24522340E-01,5.57045305E-01,6.43876419E-01,-5.24522340E-01,1.00000000E+00,2,2,29064
68,29,64,0,3,4.94603845E+02,3.95681022E+04,-9.49786343E-01,-8.16237891E-02,3.02065324E-01,-9.49786343E-01,-8.16237891E-02,3.02065324E-01,1.00000000E+00,2,2,29064
68,29,64,0,3,6.53999996E+00,3.95681022E+04,9.45964639E-01,3.21431191E-01,4.28122736E-02,9.45964639E-01,3.21431191E-01,4.28122736E-02,1.00000000E+00,2,2,29064
69,29,64,0,3,8.39999984E-01,1.19837466E+05,-2.84278829E-01,6.95481901E-01,-6.59917020E-01,-2.84278829E-01,6.95481901E-01,-6.59917020E-01,1.00000000E+00,2,2,29064
70,29,64,0,3,2.19124507E+02,2.97693461E+04,-9.22378238E-01,-2.53794331E-01,-2.91216111E-01,-9.22378238E-01,-2.53794331E-01,-2.91216111E-01,1.00000000E+00,2,2,29064
70,29,64,0,3,6.53999996E+00,2.97693461E+04,-2.69219898E-01,-3.88079436E-01,8.81427818E-01,-2.69219898E-01,-3.88079436E-01,8.81427818E-01,1.00000000E+00,2,2,29064
71,29,64,0,3,8.39999984E-01,9.51108261E+04,9.23829979E-01,-8.55695404E-02,-3.73116635E-01,9.23829979E-01,-8.55695404E-02,-3.73116635E-01,1.00000000E+00,2,2,29064
72,29,64,0,3,8.39999984E-01,2.19457848E+04,-7.58654995E-01,-2.57219832E-01,-5.98565415E-01,-7.58654995E-01,-2.57219832E-01,-5.98565415E-01,1.00000000E+00,2,2,29064
73,29,64,0,3,8.39999984E-01,8.11989407E+04,4.47694091E-01,-8.72393270E-01,1.96214124E-01,4.47694091E-01,-8.72393270E-01,1.96214124E-01,1.00000000E+00,2,2,29064
74,29,64,0,4,1.09076572E+02,5.70934753E+04,9.86036494E-01,1.55081483E-01,-6.06775561E-02,9.86036494E-01,1.55081483E-01,-6.06775561E-02,1.00000000E+00,2,2,29064
74,29,64,0,7,7.47800004E+00,5.70934753E+04,4.67016959E-01,-2.84942840E-01,-8.37079888E-01,4.67016959E-01,-2.84942840E-01,-8.37079888E-01,1.00000000E+00,2,2,29064
74,29,64,0,7,7.46100022E+00,5.70934753E+04,9.60599326E-01,-2.36248753E-01,-1.46408540E-01,9.60599326E-01,-2.36248753E-01,-1.46408540E-01,1.00000000E+00,2,2,29064
74,29,64,0,3,8.39999984E-01,5.70934753E+04,-9.28974528E-02,-3.78899904E-01,-9.20763230E-01,-9.28974528E-02,-3.78899904E-01,-9.20763230E-01,1.00000000E+00,2,2,29064
75,29,64,0,3,8.39999984E-01,1.88965193E+04,9.79683530E-01,-1.70403686E-01,-1.05748595E-01,9.79683530E-01,-1.70403686E-01,-1.05748595E-01,1.00000000E+00,2,2,29064
76,29,64,0,3,9.48127824E+01,4.90258447E+03,-4.30295433E-01,1.06735307E-01,-8.96355630E-01,-4.30295433E-01,1.06735307E-01,-8.96355630E-01,1.00000000E+00,2,2,29064
77,29,64,0,3,8.39999984E-01,1.88543720E+04,-4.06216306E-01,-5.65514684E-01,7.17761419E-01,-4.06216306E-01,-5.65514684E-01,7.17761419E-01,1.00000000E+00,2,2,29064
78,29,64,0,3,1.65396047E+02,2.93057698E+04,-8.69779554E-01,-1.35430609E-01,4.74491388E-01,-8.69779554E-01,-1.35430609E-01,4.74491388E-01,1.00000000E+00,2,2,29064
78,29,64,0,3,6.53999996E+00,2.93057698E+04,8.30617745E-01,1.27601376E-01,5.42025876E-01,8.30617745E-01,1.27601376E-01,5.42025876E-01,1.00000000E+00,2,2,29064
79,29,64,0,3,2.94778833E+02,4.98174624E+04,7.53739265E-01,-6.36351345E-01,1.64116074E-01,7.53739265E-01,-6.36351345E-01,1.64116074E-01,1.00000000E+00,2,2,29064
80,29,64,0,3,8.39999984E-01,4.97675408E+04,-8.29325207E-01,-4.04468315E-01,-3.85519238E-01,-8.29325207E-01,-4.04468315E-01,-3.85519238E-01,1.00000000E+00,2,2,29064
81,29,64,0,3,2.70020821E+02,8.16548796E+04,-6.89314194E-01,-5.87469312E-01,-4.23940738E-01,-6.89314194E-01,-5.87469312E-01,-4.23940738E-01,1.00000000E+00,2,2,29064
82,29,64,0,3,8.39999984E-01,6.13549115E+05,-8.45834910E-01,5.25134195E-02,-5.30853695E-01,-8.45834910E-01,5.25134195E-02,-5.30853695E-01,1.00000000E+00,2,2,29064
83,29,64,0,3,8.46170660E+01,3.41299950E+04,-4.23683218E-01,-1.78961779E-01,8.87955637E-01,-4.23683218E-01,-1.78961779E-01,8.87955637E-01,1.00000000E+00,2,2,29064
84,29,64,0,3,8.39999984E-01,1.52484799E+04,5.11032582E-01,-7.66358821E-01,3.89281207E-01,5.11032582E-01,-7.66358821E-01,3.89281207E-01,1.00000000E+00,2,2,29064
85,29,64,0,3,3.39181527E+02,2.20218656E+04,-3.52569543E-01,-9.28602529E-01,-1.15724070E-01,-3.52569543E-01,-9.28602529E-01,-1.15724070E-01,1.00000000E+00,2,2,29064
85,29,64,0,3,6.53999996E+00,2.20218656E+04,6.33121939E-01,-4.62091566E-01,-6.20989529E-01,6.33121939E-01,-4.62091566E-01,-6.20989529E-01,1.00000000E+00,2,2,29064
86,29,64,0,3,8.39999984E-01,4.90356530E+04,-2.13139388E-01,-6.41145680E-01,-7.37227114E-01,-2.13139388E-01,-6.41145680E-01,-7.37227114E-01,1.00000000E+00,2,2,29064
87,29,64,0,4,1.35903923E+02,1.52334944E+03,3.88965318E-01,-4.07146968E-01,-8.26400223E-01,3.88965318E-01,-4.07146968E-01,-8.26400223E-01,1.00000000E+00,2,2,29064
87,29,64,0,7,7.47800004E+00,1.52334944E+03,-3.16003755E-01,-9.43022950E-01,1.04160175E-01,-3.16003755E-01,-9.43022950E-01,1.04160175E-01,1.00000000E+00,2,2,29064
87,29,64,0,7,7.46100022E+00,1.52334944E+03,-5.92494122E-01,-3.99155036E-01,-6.99732787E-01,-5.92494122E-01,-3.99155036E-01,-6.99732787E-01,1.00000000E+00,2,2,29064
