code,stream,source_tag,band,band_label,stage,stage_label,events,rate_s-1,mc_sigma_s-1,side_compton_class_counts
TES_511_BALLOON,prompt,n,e550_800,550-800 keV,active_veto_pass,active-veto,48,0.032580187987684694,0.004702545076234592,{}
TES_511_BALLOON,prompt,n,e550_800,550-800 keV,raw,raw,334,0.226703808080971,0.012404680471501173,{}
TES_511_BALLOON,prompt,n,e550_800,550-800 keV,side_compton_fov_pass,final,24,0.016290093993842347,0.0033252015122408915,"{""keep"": 16, ""single"": 8, ""veto"": 24}"
TES_511_BALLOON,prompt,n,e800_1500,800-1500 keV,active_veto_pass,active-veto,80,0.054300313312807824,0.006070959588348755,{}
TES_511_BALLOON,prompt,n,e800_1500,800-1500 keV,raw,raw,499,0.338698204288636,0.015162213975603278,{}
TES_511_BALLOON,prompt,n,e800_1500,800-1500 keV,side_compton_fov_pass,final,42,0.028507664489224108,0.004398828130282648,"{""keep"": 32, ""reject_kept"": 3, ""single"": 7, ""veto"": 38}"
TES_511_BALLOON,prompt,n,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,8,0.005430031331280782,0.0019198059882020288,{}
TES_511_BALLOON,prompt,n,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,94,0.06380286814254918,0.006580763377447358,{}
TES_511_BALLOON,prompt,n,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,7,0.004751277414870685,0.0017958140642322419,"{""keep"": 3, ""single"": 4, ""veto"": 1}"
TES_511_BALLOON,prompt,p,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,8,0.005426086862155011,0.0019184114077685215,{}
TES_511_BALLOON,prompt,p,all_tes_gt0,all TES > 0,raw,raw,59,0.040017390608393204,0.005209820503600962,{}
TES_511_BALLOON,prompt,p,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,7,0.004747826004385634,0.0017945095536871212,"{""reject_kept"": 2, ""single"": 5, ""veto"": 1}"
TES_511_BALLOON,prompt,p,e100_300,100-300 keV,active_veto_pass,active-veto,1,0.0006782608577693763,0.0006782608577693763,{}
TES_511_BALLOON,prompt,p,e100_300,100-300 keV,raw,raw,14,0.009495652008771269,0.0025378197486324167,{}
TES_511_BALLOON,prompt,p,e100_300,100-300 keV,side_compton_fov_pass,final,1,0.0006782608577693763,0.0006782608577693763,"{""single"": 1}"
TES_511_BALLOON,prompt,p,e1500_3000,1500-3000 keV,raw,raw,2,0.0013565217155387527,0.0009592057038842609,{}
TES_511_BALLOON,prompt,p,e3000_10000,3000-10000 keV,raw,raw,3,0.002034782573308129,0.0011747822664418077,{}
TES_511_BALLOON,prompt,p,e300_480,300-480 keV,raw,raw,5,0.0033913042888468817,0.0015166373844496418,{}
TES_511_BALLOON,prompt,p,e480_550,480-550 keV,raw,raw,2,0.0013565217155387527,0.0009592057038842609,{}
TES_511_BALLOON,prompt,p,e550_800,550-800 keV,raw,raw,2,0.0013565217155387527,0.0009592057038842609,{}
TES_511_BALLOON,prompt,p,e800_1500,800-1500 keV,active_veto_pass,active-veto,1,0.0006782608577693763,0.0006782608577693763,{}
TES_511_BALLOON,prompt,p,e800_1500,800-1500 keV,raw,raw,6,0.004069565146616258,0.0016613930140374072,{}
TES_511_BALLOON,prompt,p,e800_1500,800-1500 keV,side_compton_fov_pass,final,0,0.0,0.0,"{""veto"": 1}"
