history_id,parent_resampled_history_id,selected_position_row_index,common_event_id,source_event_id,source_name,production_tag,source_volume,resolved_static_material,nuclide,isotope_Z,isotope_A,za,exc_keV,x_cm,y_cm,z_cm,time_s,history_weight,event_weight_Bq,sampling_probability,selection_u64,A,Z,event_id,isomer,original_activity_weight_Bq,resampled_history_id
344,344,1882,1882,6579,phase3_cu64_common_parent_000000344,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.84821,-3.244494,11.65979,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5011484226333773028,64,29,1882,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,344
345,345,2259,2259,6956,phase3_cu64_common_parent_000000345,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.20326,5.357693,9.729105,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6015444615963641595,64,29,2259,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,345
346,346,4436,4436,10775,phase3_cu64_common_parent_000000346,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,4.008301,-5.640501,11.66047,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11812046335036571623,64,29,4436,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,346
347,347,6074,6074,234608,phase3_cu64_common_parent_000000347,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,13.53745,-1.646272,12.79452,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16173742196051729634,64,29,6074,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,347
348,348,331,331,5028,phase3_cu64_common_parent_000000348,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.48037,-0.3891437,8.226941,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,879050355035232564,64,29,331,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,348
349,349,2475,2475,7172,phase3_cu64_common_parent_000000349,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,19.6029,4.70168,8.929556,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6590221147307447089,64,29,2475,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,349
350,350,696,696,5393,phase3_cu64_common_parent_000000350,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.52805,-1.731364,7.40301,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1853002850102913904,64,29,696,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,350
351,351,2219,2219,6916,phase3_cu64_common_parent_000000351,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.4883,-3.551959,14.82758,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5907142710823342212,64,29,2219,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,351
352,352,2872,2872,8770,phase3_cu64_common_parent_000000352,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,3.017014,2.275115,4.38949,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7646284294051562290,64,29,2872,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,352
353,353,6282,6282,234914,phase3_cu64_common_parent_000000353,n,DR_Capillary_CuNi_4K_60K,CuNi,Cu-64,29,64,29064,0,24.88784,8.159561,14.95544,0.0,1.0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,0.00014436280272258657460993552082631130513616700037316846978458313253676437204922954,16729028468229616124,64,29,6282,0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,353
354,354,1628,1628,6325,phase3_cu64_common_parent_000000354,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.04524,2.149171,10.5748,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4335252369150008820,64,29,1628,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,354
355,355,728,728,5425,phase3_cu64_common_parent_000000355,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.71901,-3.396551,11.2911,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1938344945384999677,64,29,728,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,355
356,356,1080,1080,5777,phase3_cu64_common_parent_000000356,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.11443,3.332507,7.871149,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2874616521337196942,64,29,1080,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,356
357,357,4312,4312,10651,phase3_cu64_common_parent_000000357,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,10.52769,5.481664,5.283734,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11482670048864360405,64,29,4312,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,357
358,358,230,230,4927,phase3_cu64_common_parent_000000358,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.40889,-6.468834,11.45292,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,610084854050418548,64,29,230,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,358
359,359,267,267,4964,phase3_cu64_common_parent_000000359,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,7.773659,5.021727,20.49999,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,710200251998486649,64,29,267,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,359
360,360,4145,4145,10484,phase3_cu64_common_parent_000000360,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,6.873561,1.264787,9.053815,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11037389845040945404,64,29,4145,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,360
361,361,3290,3290,9188,phase3_cu64_common_parent_000000361,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,8.115141,-0.8014786,-0.9325175,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8761189584854747934,64,29,3290,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,361
362,362,5551,5551,233904,phase3_cu64_common_parent_000000362,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,-4.73411,6.229827,1.112826,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14782042732884624283,64,29,5551,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,362
363,363,6443,6443,235227,phase3_cu64_common_parent_000000363,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,8.566088,3.12799,2.387446,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17157082422112414630,64,29,6443,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,363
364,364,1388,1388,6085,phase3_cu64_common_parent_000000364,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,21.23403,3.391192,7.407977,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3694023853949151646,64,29,1388,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,364
365,365,5719,5719,234120,phase3_cu64_common_parent_000000365,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,-3.408917,-6.161648,-9.381859,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15228529399755761547,64,29,5719,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,365
366,366,5124,5124,11463,phase3_cu64_common_parent_000000366,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,9.255828,-6.854186,6.398404,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13643690628873517304,64,29,5124,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,366
367,367,1750,1750,6447,phase3_cu64_common_parent_000000367,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.66284,5.102833,11.34302,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4658999569384042495,64,29,1750,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,367
368,368,554,554,5251,phase3_cu64_common_parent_000000368,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.95237,-1.578192,14.19211,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1472863719505887962,64,29,554,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,368
369,369,2016,2016,6713,phase3_cu64_common_parent_000000369,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.35752,3.477583,14.51718,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5367879595634838631,64,29,2016,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,369
370,370,1132,1132,5829,phase3_cu64_common_parent_000000370,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.96832,-9.443978,15.48255,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3012467961137834744,64,29,1132,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,370
371,371,857,857,5554,phase3_cu64_common_parent_000000371,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.09693,4.416803,12.20306,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2282154584014870784,64,29,857,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,371
372,372,6386,6386,235109,phase3_cu64_common_parent_000000372,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,9.817211,9.142057,7.545778,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17005972563072312987,64,29,6386,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,372
373,373,3649,3649,9774,phase3_cu64_common_parent_000000373,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,4.959107,-1.801061,-5.166974,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9715068909057508402,64,29,3649,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,373
374,374,6862,6862,236784,phase3_cu64_common_parent_000000374,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,5.640421,0.4160506,8.597831,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18272334081620769228,64,29,6862,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,374
375,375,4232,4232,10571,phase3_cu64_common_parent_000000375,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,7.904153,-3.559037,7.994712,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11267535592488697126,64,29,4232,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,375
376,376,4437,4437,10776,phase3_cu64_common_parent_000000376,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,9.745375,3.992128,5.41341,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11813984236269465575,64,29,4437,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,376
377,377,1123,1123,5820,phase3_cu64_common_parent_000000377,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,11.59866,4.687628,16.86607,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2988723611127716769,64,29,1123,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,377
