resampled_history_id,selected_position_row_index,common_event_id,source_event_id,production_tag,Z,A,isomer,x_cm,y_cm,z_cm,source_volume,resolved_static_material,original_activity_weight_Bq,sampling_probability,selection_u64
247,6282,6282,234914,n,29,64,0,24.88784,8.159561,14.95544,DR_Capillary_CuNi_4K_60K,CuNi,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,0.00014436280272258657460993552082631130513616700037316846978458313253676437204922954,16727392092872519202
248,4804,4804,11143,n,29,64,0,13.23728,2.820761,1.932758,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12791442643919577060
249,2631,2631,7328,n,29,64,0,11.7933,-7.139261,16.64389,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,7005299431846987202
250,6592,6592,235429,n,29,64,0,1.336235,5.344396,3.003242,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17553058856799908995
251,5147,5147,11486,n,29,64,0,9.279268,1.592342,6.356264,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13704723118354697572
252,700,700,5397,n,29,64,0,17.09313,-5.057593,11.26692,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1861469085098032654
253,3606,3606,9731,n,29,64,0,-1.896119,-0.6803277,2.122932,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9602253632684256878
254,5619,5619,233972,n,29,64,0,2.804432,5.741423,-4.332933,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14962188933664354266
255,3332,3332,9230,n,29,64,0,1.860264,7.293074,4.925783,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8871054861225023813
256,2324,2324,7021,n,29,64,0,15.21205,-0.1747991,13.34277,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6188573839874511647
257,3449,3449,9574,n,29,64,0,-2.234844,-2.219849,2.330813,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9184528507577613971
258,87,87,4784,n,29,64,0,10.92157,6.675979,16.9699,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,230246290860820628
259,1238,1238,5935,n,29,64,0,8.791984,-2.193629,19.32554,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3296710275410737811
260,6455,6455,235239,n,29,64,0,8.429241,2.462009,1.503846,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17189412615054072341
261,3805,3805,9930,n,29,64,0,-4.611415,-2.306805,4.918067,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,10132200855040660874
262,2944,2944,8842,n,29,64,0,2.938112,-6.127038,3.782478,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7838399667925573277
263,6878,6878,236800,n,29,64,0,7.878401,0.1851638,5.576303,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18315085606726989548
264,5556,5556,233909,n,29,64,0,3.156612,2.120944,-7.022298,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14794094986074703792
265,5568,5568,233921,n,29,64,0,4.116889,-0.8958883,-6.491855,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14826679346243185307
266,4246,4246,10585,n,29,64,0,6.370197,5.37364,9.10753,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11306306107002332394
267,5226,5226,11565,n,29,64,0,13.03688,-0.06878583,2.167086,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13915840012013334655
268,6134,6134,234668,n,29,64,0,13.81002,-0.3547171,13.63106,DR_4K_Condenser_Cu,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16333392340415140545
269,6578,6578,235415,n,29,64,0,4.928407,2.357269,-2.013994,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17516661479389136499
270,1421,1421,6118,n,29,64,0,10.79343,5.763722,17.34583,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3782662332453479163
271,3696,3696,9821,n,29,64,0,-3.946103,0.4609811,3.74228,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9839872303149416822
272,1431,1431,6128,n,29,64,0,16.94605,-7.859135,11.72932,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3808956682404854845
273,4224,4224,10563,n,29,64,0,11.05885,-0.1924352,4.710988,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11248065602604007181
274,9,9,4706,n,29,64,0,19.66914,-3.508203,8.948042,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,23597999980656936
275,4033,4033,10372,n,29,64,0,12.89142,-0.4416048,3.073513,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10739086662530837053
276,3315,3315,9213,n,29,64,0,3.900612,7.104136,2.888079,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8825755541034300212
277,4329,4329,10668,n,29,64,0,3.056807,2.735706,12.34265,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11525933091551006905
278,2461,2461,7158,n,29,64,0,11.51239,5.248994,17.06014,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6551037216017295733
279,2017,2017,6714,n,29,64,0,16.85352,0.6091722,11.36282,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5369515944008911292
280,3375,3375,9500,n,29,64,0,-3.169308,-0.02730418,3.574316,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,8986091786518940699
281,6777,6777,236699,n,29,64,0,8.168959,-0.5353642,4.946081,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18045690880843946982
282,2378,2378,7075,n,29,64,0,20.47793,-1.871491,8.072825,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6330348427434347754
283,6531,6531,235315,n,29,64,0,3.986579,5.168831,5.845175,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17390529912893998118
284,5955,5955,234411,n,29,64,0,-6.889747,-6.997749,-2.539209,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15857234992153537236
285,5802,5802,234258,n,29,64,0,-9.045039,-4.838176,-0.6872851,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15449062154918617791
286,5321,5321,233629,n,29,64,0,-10.72662,2.292308,-2.993539,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14168263444836497149
287,38,38,4735,n,29,64,0,17.08508,-4.301254,11.45076,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,99205154659467612
288,5019,5019,11358,n,29,64,0,12.60126,5.515811,3.262159,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13364425433450887870
289,1071,1071,5768,n,29,64,0,15.07463,-9.058239,13.08942,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2850082917021383341
290,1168,1168,5865,n,29,64,0,10.46026,0.1619006,18.0531,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3108748197198152177
291,176,176,4873,n,29,64,0,9.009684,-4.722997,19.25486,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,467875314366225781
292,5561,5561,233914,n,29,64,0,-6.707868,3.692234,2.465521,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14809012901143840214
293,4315,4315,10654,n,29,64,0,6.735997,3.124387,8.680322,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11489529891394840794
294,4095,4095,10434,n,29,64,0,7.533253,3.219071,7.968065,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10903605039274596875
295,6656,6656,236524,n,29,64,0,1.618002,1.880085,1.113309,DR_MixingChamber_Cu,Copper,0.00067878017572817528276285253292929292929292929292929292929292929292929292929292929,0.00014436280272258657460993552081470366118995536229941246611530947382277545401992454,17724442514874411655
296,2197,2197,6894,n,29,64,0,13.58912,7.272793,15.08803,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5850257972678830288
297,6658,6658,236526,n,29,64,0,1.618975,0.9182203,0.139943,DR_MixingChamber_Cu,Copper,0.00067878017572817528276285253292929292929292929292929292929292929292929292929292929,0.00014436280272258657460993552081470366118995536229941246611530947382277545401992454,17729787428661106818
298,3418,3418,9543,n,29,64,0,0.880125,3.162239,-0.5551055,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9099923110645534928
299,5722,5722,234123,n,29,64,0,-7.780353,7.446689,-5.694732,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15237094601238171944
300,3003,3003,8901,n,29,64,0,8.889785,-1.829612,-1.503798,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7996950199078927801
301,6036,6036,234558,n,29,64,0,-2.035426,0.9452183,-6.647452,Cu_SubstrateSupport_SolidDisk_L0_deepest,Copper,0.00067878017572817528276285253272727272727272727272727272727272727272727272727272727,0.00014436280272258657460993552077173805374726153778759919880217712515010005594130306,16072443650431249082
302,5242,5242,11581,n,29,64,0,14.14555,-0.400905,1.745212,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13958274998306732375
303,2444,2444,7141,n,29,64,0,18.72523,-8.10844,9.807209,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6507140885689418645
304,1019,1019,5716,n,29,64,0,11.42678,3.802047,16.5656,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2713340240831726487
305,2788,2788,8686,n,29,64,0,6.171982,6.688109,1.043832,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7424481776690859317
306,3555,3555,9680,n,29,64,0,-4.649991,-3.299716,4.736732,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9466343481797295535
307,97,97,4794,n,29,64,0,20.56501,0.7063631,7.846644,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,256065734279532034
308,4625,4625,10964,n,29,64,0,1.666608,-0.04395442,13.67181,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12315433021969104694
309,4322,4322,10661,n,29,64,0,8.856102,7.754619,6.922505,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11509126617398073219
310,5917,5917,234373,n,29,64,0,-0.7106868,-6.062748,-6.852262,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15756082119487425439
311,2017,2017,6714,n,29,64,0,16.85352,0.6091722,11.36282,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5370483241567533054
312,2842,2842,8740,n,29,64,0,-2.000597,0.7731341,8.778126,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7565990526873705951
313,3321,3321,9219,n,29,64,0,4.562057,-4.278002,2.210725,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8843264583583068348
314,273,273,4970,n,29,64,0,13.06844,3.351161,15.21959,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,726026278278952067
315,2001,2001,6698,n,29,64,0,17.33942,-6.331004,10.97226,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5328621872938270311
316,6731,6731,236653,n,29,64,0,6.795232,2.406875,7.140841,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,17924487104302115920
317,4621,4621,10960,n,29,64,0,12.54594,1.993159,3.181575,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12304122585884714962
318,4645,4645,10984,n,29,64,0,7.25433,6.537417,7.95898,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12367164690054058533
319,322,322,5019,n,29,64,0,10.31439,-0.07755472,17.61961,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,857133643100499799
320,5565,5565,233918,n,29,64,0,3.392237,0.8516592,-7.21523,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14819612925533979194
321,6872,6872,236794,n,29,64,0,6.580783,-0.4982173,8.316177,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18297678893381568270
322,5843,5843,234299,n,29,64,0,-6.715467,-5.297635,0.8971268,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15559344441785840932
323,5518,5518,233871,n,29,64,0,-7.327983,-0.3375779,3.479939,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14692995453641870014
324,6840,6840,236762,n,29,64,0,7.802735,1.956796,5.541281,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18212820590895311430
325,4567,4567,10906,n,29,64,0,2.864739,-5.419931,12.35553,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12159750724851436781
326,5619,5619,233972,n,29,64,0,2.804432,5.741423,-4.332933,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14962404315158035639
327,522,522,5219,n,29,64,0,18.67762,4.045824,9.592448,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1389623560602714446
328,338,338,5035,n,29,64,0,16.7321,8.063848,11.15832,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,897994886513847725
329,827,827,5524,n,29,64,0,10.88251,-8.507066,17.09777,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2201468431680621244
330,4022,4022,10361,n,29,64,0,7.636303,-7.252839,7.946316,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10710596886658828201
331,6116,6116,234650,n,29,64,0,13.0636,1.343631,13.19269,DR_4K_Condenser_Cu,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16286737138124111880
332,15,15,4712,n,29,64,0,12.03105,3.537678,16.53986,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,39116601228623483
333,1838,1838,6535,n,29,64,0,8.861918,-3.912884,19.38506,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4892341821272391957
334,1022,1022,5719,n,29,64,0,17.12567,8.476446,11.51234,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2720036876393795056
335,5496,5496,233849,n,29,64,0,3.258363,5.578507,-3.947038,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14635958928728454480
336,5411,5411,233719,n,29,64,0,-7.128852,-6.978908,-6.802434,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14409141165477492179
337,57,57,4754,n,29,64,0,7.589593,2.966404,20.31058,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,149375558303279182
338,1696,1696,6393,n,29,64,0,9.413058,5.255168,19.2685,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4515801901143879377
339,4195,4195,10534,n,29,64,0,7.25533,1.374315,8.018721,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11170726951312348853
340,3318,3318,9216,n,29,64,0,4.876622,-6.652438,2.340075,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8833714767402384232
341,6398,6398,235121,n,29,64,0,11.79277,7.948547,5.10051,DR_Capillary_CuNi_Still_4K,CuNi,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17036774118682271099
342,99,99,4796,n,29,64,0,19.63398,-5.821986,8.962353,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,262486274792498591
343,2421,2421,7118,n,29,64,0,16.40709,2.747767,12.00272,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6446665601290636813
344,1882,1882,6579,n,29,64,0,16.84821,-3.244494,11.65979,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5011484226333773028
345,2259,2259,6956,n,29,64,0,18.20326,5.357693,9.729105,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6015444615963641595
346,4436,4436,10775,n,29,64,0,4.008301,-5.640501,11.66047,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11812046335036571623
347,6074,6074,234608,n,29,64,0,13.53745,-1.646272,12.79452,DR_4K_Condenser_Cu,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16173742196051729634
348,331,331,5028,n,29,64,0,20.48037,-0.3891437,8.226941,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,879050355035232564
349,2475,2475,7172,n,29,64,0,19.6029,4.70168,8.929556,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6590221147307447089
350,696,696,5393,n,29,64,0,20.52805,-1.731364,7.40301,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1853002850102913904
351,2219,2219,6916,n,29,64,0,13.4883,-3.551959,14.82758,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5907142710823342212
352,2872,2872,8770,n,29,64,0,3.017014,2.275115,4.38949,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7646284294051562290
353,6282,6282,234914,n,29,64,0,24.88784,8.159561,14.95544,DR_Capillary_CuNi_4K_60K,CuNi,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,0.00014436280272258657460993552082631130513616700037316846978458313253676437204922954,16729028468229616124
354,1628,1628,6325,n,29,64,0,18.04524,2.149171,10.5748,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4335252369150008820
355,728,728,5425,n,29,64,0,16.71901,-3.396551,11.2911,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1938344945384999677
356,1080,1080,5777,n,29,64,0,20.11443,3.332507,7.871149,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2874616521337196942
357,4312,4312,10651,n,29,64,0,10.52769,5.481664,5.283734,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11482670048864360405
